id,block_number,block_timestamp,transaction_hash,event_name,owner,name,timestamp
0003605049-000106-c1200,3605049,2023-09-06T11:24:05.000Z,0xc6bf2dd5b4842f44db3cc80bf84396664153885d37a03b2f45822ca68c991247,AssociatedNameSet,0xeE1893AccB9BBB0CB41Bcf90C8BA214fc22EA4cd,god.base,1693999445
0003628004-000024-79f20,3628004,2023-09-07T00:09:15.000Z,0xe7d15d0053168337b8cc5c14897e4e76da0fa052d5aa0d0d36c372125cf8bd86,AssociatedNameSet,0x07ff9BE56Ccc09527c832b44EC826280FfD40ce2,hillaryjayden.base,1694045355
0003666882-000029-fda46,3666882,2023-09-07T21:45:11.000Z,0x5b663d94f79563a326b7c3bb767589c563d476b3ed35f6d876fce22b1ace19a0,AssociatedNameSet,0xF519363b26ab80f22C953e27DB1E1b9E053d1A34,willignton.base,1694123111
0003715569-000012-0b64c,3715569,2023-09-09T00:48:05.000Z,0x0087ce58d85608d80263235443d8e12623237c7aaa49aa812eb7aa1a0eb8272d,AssociatedNameSet,0x6422b00F547543E1fCcfEa8Ce5a0F106aCCcA119,natasha.base,1694220485
